payment_txn_id,payment_txn_success,failure_reason
QH-774541,Y,
mS-261160,Y,
NB-074490,Y,
xu-340287,Y,
ii-203257,Y,
oz-850393,N,The billing address is invalid 
Oa-240793,Y,
wG-985480,Y,
Pn-208265,Y,
RK-554557,Y,
jc-994411,Y,
lG-385105,Y,
Is-490141,Y,
lK-884484,Y,
Ju-288070,Y,
aD-082035,N,The billing address is invalid 
nT-966090,Y,
oZ-179741,N,Credit or debit card is expired 
Wf-479960,Y,
Pt-598204,Y,
gv-367645,Y,
vl-905896,Y,
No-726578,Y,
sS-946766,Y,
QY-640694,Y,
Of-671100,Y,
OG-787035,Y,
EN-260184,N,The consumers account is suspended or closed 
Qt-572308,N,Merchant account blocks the transaction
kj-380936,Y,
Bm-577326,Y,
oU-317188,Y,
tQ-599901,Y,
IS-056479,Y,
Vg-498891,Y,
cd-656249,Y,
rq-039272,Y,
tE-973480,Y,
Um-618550,Y,
et-218464,Y,
VZ-713655,Y,
AJ-080913,N,Merchant account blocks the transaction
FX-760339,N,The billing address is invalid 
Nz-459084,Y,
cP-814247,N,The payment gateway does not support
Kq-015144,N,Merchant account blocks the transaction
WL-793906,Y,
kO-902957,Y,
qJ-505155,Y,
CK-663298,Y,
jh-920966,Y,
lu-854024,Y,
Qf-766260,Y,
do-200839,Y,
Ky-666650,Y,
zK-150078,Y,
GK-093023,N,The payment gateway does not support
Ar-514460,Y,
Ln-477922,Y,
Gm-753480,Y,
JT-366879,Y,
VG-969148,Y,
IQ-948084,N,The consumers account is suspended or closed 
sQ-640489,Y,
Rn-737208,N,Credit or debit card is canceled
RF-338921,Y,
ET-705451,N,The payment gateway does not support
Fg-778580,Y,
TT-333634,Y,
ru-105389,Y,
Iy-192763,Y,
Az-042624,Y,
jo-329234,Y,
bL-354532,Y,
EW-754074,Y,
of-509402,Y,
PX-654043,Y,
cI-144616,N,Credit or debit card is expired 
OT-181827,Y,
jQ-586998,Y,
GF-774721,Y,
aR-473404,Y,
Tr-706809,Y,
JT-932736,Y,
IR-338591,Y,
do-320833,Y,
Jf-782715,Y,
ul-495101,N,Incorrect Pin
AC-833671,Y,
Hh-635077,Y,
sG-885981,Y,
fU-503468,Y,
fT-953305,N,Merchant account blocks the transaction
Fx-895230,Y,
GH-389108,N,Credit or debit card is canceled
mI-980372,Y,
Ld-511850,Y,
Lv-238362,Y,
lJ-615024,Y,
WK-340217,Y,
mX-713035,Y,
Ij-365344,Y,
hZ-880953,N,Incorrect Pin
Vc-174516,N,Credit or debit card is expired 
Ee-980643,Y,
Kj-518338,Y,
jk-082226,Y,
hp-934209,Y,
xw-949430,N,Credit or debit card is canceled
FW-968938,Y,
DR-777374,Y,
jD-308305,N,Credit or debit card is expired 
Nu-553678,Y,
tK-706617,Y,
oo-281060,Y,
eG-099253,Y,
xq-337826,Y,
SZ-673130,Y,
BN-956870,Y,
Ts-446234,Y,
cD-026632,Y,
Cw-104690,Y,
lK-466012,N,The consumers account is suspended or closed 
IM-098596,N,The payment gateway does not support
Ui-514065,Y,
ix-622462,Y,
Mv-526386,Y,
rG-351438,Y,
aX-068448,Y,
VO-698250,Y,
jo-731612,Y,
cx-400397,Y,
aI-083485,Y,
jn-433374,Y,
CI-339021,Y,
Sy-286984,Y,
un-296660,Y,
Xu-310106,Y,
Hj-714347,Y,
Lf-199653,Y,
Bn-250058,Y,
nF-780165,Y,
Jw-010404,Y,
cl-480217,Y,
uq-845981,N,The payment gateway does not support
FB-746668,N,Incorrect Pin
XW-185128,Y,
Ic-324767,Y,
Vp-676024,Y,
dM-855106,Y,
Jt-885657,Y,
qz-905261,Y,
Ff-008717,Y,
nr-120961,Y,
nG-173121,Y,
Ne-741119,Y,
Rk-563611,Y,
jt-823974,Y,
HU-181034,Y,
DY-714142,N,The payment gateway does not support
MM-665597,Y,
qa-751251,Y,
dv-004700,Y,
yV-261796,N,Credit or debit card is expired 
ZJ-182475,N,Credit or debit card is canceled
Bu-650821,Y,
Aw-230552,Y,
xx-984613,Y,
xv-193036,Y,
ON-234392,N,Credit or debit card is expired 
rF-182865,Y,
Nl-956512,N,The billing address is invalid 
wR-929832,Y,
HS-683274,Y,
WE-011907,Y,
sM-101928,Y,
Gb-819598,Y,
kE-383616,N,The billing address is invalid 
AQ-666879,Y,
Ds-426332,N,Incorrect Pin
lR-498674,N,Merchant account blocks the transaction
kd-146117,N,Incorrect Pin
Gj-935476,Y,
sb-174071,Y,
jo-362787,Y,
HO-163740,N,The consumers account is suspended or closed 
Jv-949136,Y,
zj-298785,Y,
ig-506939,Y,
jc-426203,Y,
wY-055056,Y,
bR-353408,Y,
WI-419260,Y,
Jr-834497,Y,
JD-930032,Y,
Jz-769185,Y,
Cn-115233,N,The payment gateway does not support
sz-499526,Y,
Jg-754956,Y,
fZ-838333,Y,
sM-775959,Y,
QD-245268,N,The consumers account is suspended or closed 
ZF-095375,Y,
sB-127910,Y,
Au-706183,Y,
Xd-761572,Y,
zR-775666,Y,
iH-639420,Y,
cK-766111,Y,
ET-872349,Y,
Uc-487669,Y,
ez-773778,Y,
DH-511828,Y,
IB-612496,Y,
mE-347979,Y,
zN-009271,Y,
ib-437984,Y,
DK-109965,Y,
RO-388085,N,Incorrect Pin
Uj-368752,Y,
nI-613037,Y,
vW-188899,Y,
Qe-809493,Y,
uY-250644,Y,
xJ-139377,N,Merchant account blocks the transaction
Uf-178031,Y,
Vb-910603,Y,
gN-159428,Y,
fC-485265,Y,
df-188430,Y,
ch-578918,N,Merchant account blocks the transaction
YI-514937,Y,
uh-221587,Y,
rm-487661,Y,
jU-393441,Y,
WO-672824,Y,
At-997571,Y,
uf-725191,Y,
kg-812963,Y,
Kz-025561,N,Merchant account blocks the transaction
aW-945723,Y,
rQ-096386,Y,
NE-448037,N,Incorrect Pin
EC-529894,N,Credit or debit card is expired 
dN-357645,Y,
ns-314148,Y,
lm-118374,Y,
rb-362191,Y,
pz-512752,Y,
sz-786701,Y,
oP-465122,N,Incorrect Pin
El-236846,N,Merchant account blocks the transaction
Vv-863121,Y,
Sd-280416,N,The billing address is invalid 
MF-989298,Y,
NK-938345,Y,
Uu-711942,Y,
FD-412064,Y,
og-144022,Y,
NW-322605,Y,
pR-514476,Y,
Rj-538101,Y,
pB-260567,Y,
JE-756081,Y,
KM-183733,Y,
qC-149961,Y,
jp-061328,Y,
vR-292892,Y,
Bz-533237,N,The payment gateway does not support
Ef-348681,Y,
yW-681792,Y,
Ca-608146,Y,
Ub-312523,Y,
ya-998386,Y,
nf-615111,Y,
mX-513862,Y,
Gd-760555,Y,
PS-042991,Y,
yl-180497,Y,
vk-726738,Y,
aH-057598,Y,
SF-498059,Y,
fG-709996,Y,
RW-685982,Y,
cF-144496,Y,
hf-526365,N,Credit or debit card is canceled
ZK-620084,Y,
at-606559,Y,
rw-680849,Y,
Im-260497,Y,
UT-902973,Y,
BS-950943,Y,
vp-077554,Y,
iO-365276,Y,
Xg-096531,Y,
Zq-066622,Y,
TT-102226,N,Credit or debit card is canceled
rL-651899,N,Incorrect Pin
sn-125781,Y,
am-315101,Y,
lp-112169,Y,
uN-239724,Y,
un-276095,Y,
PI-527012,Y,
Fo-027782,Y,
LF-995514,N,Credit or debit card is expired 
WH-786710,N,Incorrect Pin
nU-044800,Y,
ea-637875,Y,
Hc-518571,N,The payment gateway does not support
LJ-527975,Y,
FU-975277,Y,
IO-230167,Y,
Vx-595602,Y,
Zb-631952,Y,
mL-492729,Y,
Pm-830110,Y,
DY-003022,Y,
wI-792256,N,The consumers account is suspended or closed 
ns-191303,N,Merchant account blocks the transaction
aM-355157,Y,
HZ-116262,Y,
Dy-948264,Y,
SM-975665,Y,
Ye-295053,Y,
ER-699532,N,The payment gateway does not support
So-635019,N,The consumers account is suspended or closed 
Ea-381788,N,Credit or debit card is canceled
YM-673812,N,The consumers account is suspended or closed 
kv-027108,N,The payment gateway does not support
eG-425503,Y,
hm-532305,N,Incorrect Pin
BE-869651,Y,
ED-222717,Y,
Lf-063971,Y,
nB-889475,Y,
UW-321125,Y,
rU-376040,Y,
MA-584492,Y,
Da-836724,Y,
ue-096811,Y,
WA-353956,Y,
rG-189256,Y,
bB-430647,Y,
wr-034382,Y,
cf-921079,Y,
Wp-169171,Y,
df-607924,Y,
MI-672958,Y,
eS-083966,Y,
sX-719872,Y,
lb-270791,Y,
iI-064313,Y,
dg-692406,N,Merchant account blocks the transaction
dR-407363,Y,
hl-244417,Y,
vs-423000,Y,
jF-060054,N,Credit or debit card is canceled
oA-408142,Y,
XD-673818,Y,
Lv-901376,Y,
pB-948597,Y,
px-453788,Y,
bE-884924,Y,
vV-540398,Y,
hx-451537,Y,
UW-127526,Y,
BE-099269,Y,
hv-456064,Y,
Ex-997457,Y,
jl-787743,N,Credit or debit card is canceled
rf-627756,Y,
DT-884980,Y,
Po-559441,Y,
aJ-694997,Y,
dq-544399,N,The payment gateway does not support
cm-914491,Y,
eE-617662,Y,
kJ-655219,Y,
Fx-216885,Y,
Zj-243266,N,The billing address is invalid 
IY-201231,Y,
jc-957719,Y,
AF-198822,Y,
Vp-183909,N,Credit or debit card is canceled
gO-659815,Y,
Pa-991843,Y,
Oe-182663,Y,
dy-179312,Y,
kS-828671,Y,
Qm-331066,N,Credit or debit card is expired 
UU-055955,Y,
Fd-662441,Y,
Ln-995484,Y,
cB-704878,Y,
bI-736617,Y,
MX-647415,Y,
SB-682676,N,Incorrect Pin
FA-949411,Y,
tO-513147,Y,
Ha-024143,Y,
Oq-962333,Y,
BL-614505,Y,
LT-057968,Y,
OL-828453,Y,
br-962811,Y,
dl-177454,Y,
ss-675674,Y,
Hd-570416,Y,
pY-570918,Y,
Ya-379506,N,The billing address is invalid 
cs-644227,N,Merchant account blocks the transaction
zL-992579,Y,
jI-863313,Y,
Ub-736508,N,The consumers account is suspended or closed 
ZE-493515,Y,
Dh-365102,Y,
mL-100445,N,Credit or debit card is expired 
tc-969832,Y,
Ai-324980,Y,
du-571391,N,Credit or debit card is expired 
Wy-037662,N,Credit or debit card is canceled
NO-649255,Y,
Hl-693600,Y,
Km-526259,Y,
IY-506819,Y,
dS-201396,Y,
BR-385556,Y,
BQ-360032,Y,
mV-487339,Y,
qc-267970,Y,
HW-588833,Y,
IY-755459,Y,
yj-513341,Y,
Xp-734855,Y,
CN-181555,Y,
HZ-323164,N,The payment gateway does not support
xo-170622,Y,
GP-938666,Y,
SY-182317,N,The payment gateway does not support
tR-417908,Y,
Xe-470188,Y,
jh-191048,Y,
Hq-078835,Y,
Mx-623215,N,The consumers account is suspended or closed 
QT-918712,Y,
Tx-763748,Y,
pb-084011,Y,
cS-769945,Y,
WR-308272,Y,
MY-204614,Y,
ld-533158,Y,
EC-955223,Y,
dC-313613,Y,
JS-212638,Y,
MW-933669,Y,
pZ-675239,Y,
IG-050255,Y,
RK-954064,Y,
Nm-179127,Y,
tM-529443,Y,
Uk-459941,Y,
Tw-877254,Y,
lw-253915,N,The billing address is invalid 
hM-428196,Y,
BN-310496,N,The consumers account is suspended or closed 
ak-544260,Y,
YK-672578,Y,
TZ-769971,Y,
kh-374804,Y,
hA-563534,Y,
HJ-185067,Y,
Wg-629378,Y,
rK-620334,Y,
xp-361461,N,Merchant account blocks the transaction
Sh-221376,Y,
XY-898217,Y,
sK-979277,N,The payment gateway does not support
XJ-058579,N,Credit or debit card is canceled
iY-391241,Y,
Td-511247,N,The payment gateway does not support
km-677056,Y,
SJ-960032,Y,
XJ-211714,N,Credit or debit card is expired 
gK-712094,Y,
aD-049124,Y,
sf-649052,Y,
GT-623171,Y,
HM-586774,N,Credit or debit card is canceled
jW-275173,Y,
DX-778426,Y,
PX-481905,N,The consumers account is suspended or closed 
AJ-010809,Y,
pq-788847,Y,
yd-667461,Y,
gs-361323,Y,
VU-067107,N,Credit or debit card is expired 
Ej-535761,Y,
RS-364302,Y,
rw-133941,Y,
Nn-382261,Y,
ZN-221966,Y,
zm-831775,Y,
ta-805313,Y,
ld-923264,Y,
Bs-268817,Y,
IY-487281,Y,
HD-207245,Y,
Fy-237482,Y,
la-143901,Y,
Kd-769071,Y,
dJ-725124,Y,
Zt-079641,Y,
xn-924055,Y,
HQ-444676,Y,
Jx-490339,Y,
mp-244115,Y,
eO-726702,N,Incorrect Pin
LW-411365,Y,
ia-679344,Y,
DH-229548,Y,
nw-229766,Y,
cH-734506,N,The payment gateway does not support
hW-059266,Y,
gC-518603,Y,
GG-963451,Y,
uO-509024,Y,
Oz-364494,Y,
tg-548892,Y,
Kk-006050,Y,
kV-680084,Y,
NZ-941505,N,Credit or debit card is canceled
cb-538175,Y,
WY-269832,Y,
SB-641432,Y,
ul-125671,Y,
DR-001109,Y,
jg-706396,Y,
XK-428576,Y,
Bp-552145,N,Credit or debit card is expired 
xT-030115,Y,
UR-670584,Y,
uH-569550,N,Credit or debit card is canceled
kJ-746894,Y,
TL-711081,Y,
Cm-623064,Y,
jv-814941,Y,
QH-699048,Y,
DF-746036,N,The consumers account is suspended or closed 
Ld-315018,Y,
wq-547854,N,The payment gateway does not support
sj-884829,Y,
kF-087635,Y,
cM-045192,Y,
kt-871489,Y,
Su-317367,Y,
cC-254286,Y,
uu-803160,Y,
uZ-242579,Y,
PU-490797,Y,
qv-846708,Y,
Qy-156976,Y,
Uk-476254,Y,
zH-916222,Y,
rE-875635,Y,
pY-349827,Y,
qo-457706,N,The billing address is invalid 
TW-244706,Y,
NN-936781,Y,
QE-190418,N,Merchant account blocks the transaction
Px-564404,Y,
la-272943,Y,
gU-406433,N,Credit or debit card is canceled
AK-854898,Y,
pS-829559,N,The payment gateway does not support
AU-990608,Y,
GV-887441,Y,
jQ-137486,Y,
lF-488365,N,The payment gateway does not support
FW-587776,Y,
VS-158947,Y,
qg-999058,Y,
ae-717842,Y,
si-438477,Y,
AC-185351,Y,
jy-589551,Y,
bZ-388864,Y,
ry-491368,Y,
Ng-656835,Y,
Fp-610219,Y,
LS-871526,N,Merchant account blocks the transaction
xd-201438,Y,
AS-572109,Y,
um-321898,Y,
Pd-972580,Y,
mG-780041,Y,
TL-081336,Y,
nT-732136,Y,
NJ-065427,N,Credit or debit card is expired 
Ka-793135,Y,
oo-886511,Y,
wP-889700,Y,
cm-304967,Y,
cd-997339,Y,
Uz-686233,N,The billing address is invalid 
lw-104986,Y,
Ru-996585,Y,
AV-084773,Y,
vb-224971,N,Merchant account blocks the transaction
XL-810475,Y,
da-405500,Y,
nT-320784,Y,
iZ-057526,Y,
xf-364148,Y,
BB-760608,Y,
Ff-173412,N,The consumers account is suspended or closed 
TG-917609,Y,
Zr-184493,Y,
qm-380032,Y,
It-969902,Y,
mt-794576,Y,
Mz-851413,Y,
Yr-098216,Y,
vT-874885,Y,
vQ-323346,N,Merchant account blocks the transaction
xl-325874,Y,
jW-719415,Y,
Zx-498329,Y,
rF-693261,Y,
di-997281,Y,
Yc-528063,Y,
IX-562093,Y,
wf-795261,N,Incorrect Pin
jI-104212,Y,
JB-626381,Y,
QB-632713,N,The payment gateway does not support
QQ-362869,Y,
UC-302837,Y,
za-141275,Y,
sT-720874,N,The payment gateway does not support
RZ-447422,Y,
Nt-488232,Y,
oI-702814,Y,
GG-990276,Y,
cR-313223,Y,
PV-188560,Y,
VE-281405,Y,
pn-749843,Y,
sa-259283,Y,
hm-942392,Y,
dq-621427,Y,
lU-198885,N,Credit or debit card is expired 
pa-352992,N,Credit or debit card is canceled
SH-740612,Y,
iK-980642,N,The billing address is invalid 
XM-804046,Y,
wE-078696,Y,
Ri-254010,Y,
BJ-748686,Y,
Se-798770,N,Merchant account blocks the transaction
cx-264423,N,Merchant account blocks the transaction
zL-896505,Y,
eK-888345,Y,
bj-899155,Y,
fT-411718,N,Credit or debit card is expired 
iy-649664,Y,
IL-091039,Y,
El-247327,Y,
gA-789422,Y,
lX-624386,Y,
sg-160862,N,Merchant account blocks the transaction
Qn-208181,Y,
Zc-872022,Y,
Gj-891798,Y,
eg-449285,Y,
OG-478933,Y,
gI-467702,Y,
qw-735257,N,The payment gateway does not support
eT-562321,N,The billing address is invalid 
qC-467079,Y,
jc-727721,Y,
kS-237205,Y,
dk-092392,Y,
xE-909085,N,Merchant account blocks the transaction
pA-758138,Y,
HL-876227,Y,
aK-354084,Y,
qx-271650,Y,
YF-254018,Y,
gc-439248,Y,
aD-303057,Y,
VU-101968,N,Credit or debit card is canceled
lO-191802,Y,
It-971719,Y,
Wb-864119,N,The billing address is invalid 
SN-869041,Y,
QI-056381,Y,
tl-325707,Y,
Ph-230446,N,The consumers account is suspended or closed 
WX-821545,Y,
MA-465651,Y,
aI-800897,Y,
pq-204968,Y,
sl-621429,Y,
xj-742184,Y,
Wp-633602,Y,
WE-206828,Y,
PM-826949,Y,
mh-377215,N,Credit or debit card is canceled
ml-875646,Y,
nr-043019,Y,
iV-227022,Y,
UG-402330,Y,
iw-053013,Y,
fX-398071,Y,
Sd-317171,Y,
ow-541327,Y,
UT-300278,Y,
Bq-513772,N,The consumers account is suspended or closed 
cp-691548,N,Credit or debit card is canceled
Kf-147520,Y,
rC-462624,Y,
xH-091147,Y,
eu-618050,Y,
vS-749542,Y,
CQ-750782,N,The consumers account is suspended or closed 
CK-660339,N,The consumers account is suspended or closed 
kw-222791,N,The billing address is invalid 
Du-921441,Y,
Tm-083067,Y,
iV-217437,N,The billing address is invalid 
xJ-336655,Y,
da-933388,Y,
Qn-312354,N,Merchant account blocks the transaction
No-849702,Y,
VV-818794,Y,
PA-099806,N,The consumers account is suspended or closed 
nN-668889,Y,
UH-476091,Y,
pr-545470,Y,
Rj-881029,Y,
Tt-530657,Y,
wm-959008,N,Credit or debit card is canceled
qw-669325,Y,
rO-234919,Y,
OP-168559,N,Incorrect Pin
TJ-902448,Y,
Ih-550623,Y,
ht-135178,Y,
Rm-822418,N,The payment gateway does not support
jt-998294,Y,
uT-210215,Y,
IT-047023,Y,
su-226086,Y,
Kr-632845,Y,
Ch-025709,Y,
fo-822831,Y,
ku-402995,N,The payment gateway does not support
eZ-249188,N,The payment gateway does not support
Ry-577061,Y,
Id-751604,Y,
JT-147496,Y,
xD-520319,Y,
Nm-716222,N,The payment gateway does not support
EO-271474,Y,
As-853504,Y,
kA-874567,N,Credit or debit card is canceled
ei-526812,Y,
xE-652125,Y,
pT-585515,Y,
wT-670401,Y,
Vx-638907,Y,
Rz-014240,N,The billing address is invalid 
af-567039,Y,
fv-724257,Y,
pG-801692,Y,
Us-368724,Y,
an-752109,Y,
Ov-948741,N,Merchant account blocks the transaction
ZS-138448,Y,
Cr-736903,Y,
Wy-193264,Y,
AE-419526,Y,
Wd-135170,Y,
RH-535991,Y,
aO-203075,N,The payment gateway does not support
IC-603217,Y,
XD-650259,Y,
LI-572442,Y,
lS-700632,Y,
kU-888326,Y,
ad-465651,Y,
eb-569024,Y,
OI-487468,Y,
yB-543257,Y,
wu-919343,Y,
Ul-089657,Y,
is-163187,N,The consumers account is suspended or closed 
Bi-075528,Y,
GW-278207,Y,
eN-242657,Y,
Ke-191014,Y,
OE-481636,Y,
JJ-241297,N,The payment gateway does not support
RN-399524,N,Merchant account blocks the transaction
VF-415817,Y,
zL-844497,N,The consumers account is suspended or closed 
Tu-477062,Y,
XB-569375,Y,
Cp-937898,Y,
pB-325064,Y,
Bs-024059,Y,
iI-726396,Y,
AY-906268,Y,
zz-647183,Y,
oH-654840,Y,
LO-392886,Y,
ZW-420380,N,The payment gateway does not support
vg-731757,Y,
yX-057665,Y,
eu-925248,Y,
oK-373715,Y,
bR-098227,N,Credit or debit card is expired 
UH-277688,Y,
wi-787761,Y,
wh-523897,Y,
XV-041166,Y,
kd-636394,Y,
kL-417271,N,Merchant account blocks the transaction
VA-251957,N,Credit or debit card is canceled
qH-101851,Y,
Zp-664465,Y,
iD-998872,N,The consumers account is suspended or closed 
Sr-364285,Y,
qb-320302,Y,
py-005313,Y,
un-554544,Y,
mT-105854,N,Merchant account blocks the transaction
ss-343566,Y,
iQ-294006,Y,
qR-063841,N,Merchant account blocks the transaction
IZ-079373,Y,
uD-130678,Y,
JI-470240,Y,
jh-342890,Y,
lb-763396,N,Incorrect Pin
XZ-210814,N,Credit or debit card is canceled
eb-878853,Y,
AA-130142,Y,
vc-337218,Y,
ju-258320,N,The payment gateway does not support
Ar-041408,Y,
WD-822104,N,Incorrect Pin
Ok-182412,N,The billing address is invalid 
it-544064,Y,
Oo-972714,Y,
nh-109519,Y,
Wn-250519,Y,
Ev-779682,Y,
Ox-328634,Y,
vf-006223,N,The consumers account is suspended or closed 
oT-763827,Y,
KT-788250,Y,
hO-111945,Y,
ak-682479,Y,
gp-493453,N,Merchant account blocks the transaction
XG-233630,Y,
BL-450712,Y,
ql-571150,N,The billing address is invalid 
AQ-689869,N,Merchant account blocks the transaction
QK-627969,Y,
cP-029426,N,The payment gateway does not support
xU-499776,Y,
AW-230733,Y,
gJ-793910,Y,
ha-746236,Y,
CF-813587,Y,
hA-205778,Y,
Zc-414999,N,The consumers account is suspended or closed 
Dk-193469,Y,
Vt-264461,Y,
NC-578548,Y,
AH-569709,N,Incorrect Pin
FK-987303,N,The payment gateway does not support
xv-816322,N,The payment gateway does not support
wi-085551,N,Credit or debit card is expired 
he-415357,N,Incorrect Pin
fo-359157,Y,
qo-293584,N,Credit or debit card is expired 
uj-655028,Y,
OT-116808,N,Credit or debit card is canceled
FN-136125,Y,
YS-225092,N,The billing address is invalid 
sr-756951,Y,
bT-046495,Y,
US-599120,Y,
Ok-072211,Y,
bK-644305,N,The payment gateway does not support
tn-071610,Y,
bj-436719,Y,
JJ-666937,N,Credit or debit card is expired 
Yp-872476,Y,
ZB-675506,N,Credit or debit card is expired 
Tu-839309,Y,
QH-684906,Y,
HX-705858,N,The payment gateway does not support
Fl-649663,N,Incorrect Pin
lh-578626,Y,
MF-570547,Y,
xz-993316,Y,
Gw-603954,Y,
wI-445177,Y,
QO-844020,N,Credit or debit card is expired 
Ky-083192,N,The payment gateway does not support
mc-775977,N,The consumers account is suspended or closed 
DA-110943,Y,
Dc-686894,Y,
xW-396891,Y,
wJ-784949,Y,
zs-373424,N,Credit or debit card is expired 
cj-532296,N,The billing address is invalid 
Fx-829856,Y,
SN-095838,Y,
FJ-373227,N,Credit or debit card is canceled
Qz-237339,Y,
Wd-582954,Y,
ww-132943,Y,
WA-902194,Y,
jG-071034,Y,
mu-991074,Y,
fB-416417,Y,
UB-629510,Y,
qo-175168,N,Merchant account blocks the transaction
CR-208922,Y,
pT-648175,Y,
Fr-736452,Y,
SU-583098,Y,
xG-865269,Y,
bX-951592,Y,
Lq-851817,N,The payment gateway does not support
Av-013816,Y,
Bz-605880,Y,
ay-873288,Y,
lO-667200,N,Merchant account blocks the transaction
hC-318250,Y,
lx-215875,Y,
lg-139216,N,The consumers account is suspended or closed 
eo-425944,Y,
LC-919342,Y,
pS-933523,Y,
aZ-166870,Y,
AJ-396313,N,Credit or debit card is expired 
xV-134451,Y,
SI-587655,Y,
JB-019652,Y,
Qr-728471,Y,
HS-671879,Y,
sm-048134,N,Credit or debit card is expired 
vW-439828,Y,
oD-036729,Y,
xc-635051,Y,
KM-940107,Y,
Mq-734257,Y,
fw-902692,Y,
fv-208669,Y,
Zj-010900,Y,
zF-516241,N,The billing address is invalid 
jn-300682,N,The payment gateway does not support
qs-967523,N,Merchant account blocks the transaction
sl-149154,Y,
gv-847650,Y,
OL-250603,N,Merchant account blocks the transaction
Xb-406973,Y,
fY-254686,Y,
kV-066338,Y,
OF-068397,Y,
oA-813093,Y,
Ra-517340,Y,
SF-283574,N,Incorrect Pin
ML-322312,Y,
Ex-845116,Y,
pd-170601,Y,
HY-995610,Y,
Wi-654844,Y,
fl-132104,Y,
Pt-853429,Y,
DE-235884,Y,
dX-544280,Y,
Rk-181829,Y,
sM-693859,Y,
os-555804,Y,
bY-286246,N,Credit or debit card is canceled
Lg-278387,Y,
QY-504814,Y,
jx-640376,Y,
DD-693957,Y,
rC-241729,Y,
ER-070217,N,Incorrect Pin
Pv-599476,Y,
SO-706899,Y,
tK-948275,Y,
AK-656271,N,Credit or debit card is expired 
do-382332,N,The billing address is invalid 
MC-990096,Y,
zY-354428,Y,
Gk-645535,N,Incorrect Pin
CI-223628,Y,
Fk-779959,N,The consumers account is suspended or closed 
OP-894677,Y,
qv-854625,Y,
Il-408387,N,Credit or debit card is canceled
lW-175488,Y,
Fc-026467,N,The payment gateway does not support
MY-977531,Y,
wd-766204,Y,
gp-582670,Y,
zQ-672625,Y,
ZY-551907,N,Credit or debit card is expired 
LP-401714,Y,
hD-393612,Y,
Oq-585505,Y,
mu-832153,Y,
Wz-102622,Y,
XD-654139,N,The consumers account is suspended or closed 
bL-574326,N,The consumers account is suspended or closed 
Te-430092,Y,
YI-715959,Y,
dE-452397,Y,
YQ-479086,N,The consumers account is suspended or closed 
yp-906663,N,The payment gateway does not support
OW-482338,Y,
gp-699535,Y,
Zb-844600,Y,
yK-595275,Y,
dA-853110,Y,
Rp-327504,Y,
kH-438730,Y,
Rt-215106,Y,
CY-820129,N,Credit or debit card is expired 
Hs-591014,Y,
eb-848621,Y,
in-015005,N,Merchant account blocks the transaction
XR-207951,Y,
lZ-986279,Y,
zA-833632,Y,
vZ-463391,Y,
Sf-110318,Y,
ey-805159,Y,
Td-603544,N,The billing address is invalid 
VW-198827,Y,
LE-282954,Y,
dQ-553284,N,The billing address is invalid 
uW-832054,Y,
lH-167974,N,Merchant account blocks the transaction
ZP-583022,N,Incorrect Pin
Rl-908876,N,The payment gateway does not support
JS-917360,Y,
sS-640882,Y,
Kq-332810,Y,
WC-689559,Y,
Am-508373,Y,
cR-996447,Y,
hM-586229,Y,
jS-981342,N,Credit or debit card is canceled
ZG-344109,Y,
mL-341965,Y,
Qf-276108,Y,
Oq-644611,Y,
Bw-483138,N,Incorrect Pin
HR-713735,Y,
Ap-997029,Y,
eo-415182,N,The payment gateway does not support
ts-137426,Y,
qq-181761,Y,
Gu-689332,N,Incorrect Pin
at-706687,Y,
Wa-845038,Y,
fN-497469,Y,
xN-776659,Y,
QS-252526,Y,
qC-613800,Y,
Ps-195039,N,The consumers account is suspended or closed 
Fe-900569,Y,
Xu-026463,Y,
TF-948646,Y,
ql-503673,Y,
XM-776804,Y,
lx-860048,Y,
CB-151506,Y,
XY-072087,Y,
Wb-806431,Y,
Pb-623604,N,The payment gateway does not support
Bd-749698,Y,
ak-452289,Y,
aO-913066,Y,
By-332183,Y,
ml-363033,Y,
kI-405571,N,Credit or debit card is expired 
kw-219775,Y,
dW-680359,Y,
lx-321159,Y,
ky-553793,Y,
QY-927796,N,The payment gateway does not support
SP-275601,Y,
Vs-504278,Y,
DU-219395,Y,
Gc-023081,Y,
Gq-048731,Y,
nH-298350,Y,
sQ-006470,Y,
nJ-780749,N,The payment gateway does not support
mz-985658,Y,
Fi-234609,Y,
ex-110946,Y,
nV-251442,Y,
gt-947923,Y,
kY-827389,Y,
uf-263969,Y,
UW-009167,N,Merchant account blocks the transaction
Fj-826563,Y,
to-723211,Y,
NE-274107,Y,
UJ-448286,Y,
kC-129259,Y,
fT-078719,N,The consumers account is suspended or closed 
TK-169015,Y,
ZE-667881,N,The payment gateway does not support
js-558130,Y,
DE-148108,N,The consumers account is suspended or closed 
fI-647824,N,Merchant account blocks the transaction
DA-735661,N,The billing address is invalid 
ni-787939,Y,
pq-693801,Y,
mD-796915,Y,
dB-240937,Y,
bB-613332,N,Incorrect Pin
Ub-999715,Y,
Ja-095999,Y,
kk-222634,Y,
ez-965566,Y,
YK-680453,Y,
yj-397543,Y,
VS-569742,Y,
lh-040673,Y,
kK-811439,N,The billing address is invalid 
dk-636923,N,Incorrect Pin
pv-488508,Y,
oS-584431,Y,
wH-092861,Y,
Os-438623,N,Credit or debit card is canceled
